id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90
1133,IMD1/Advanced,2017,0.86760277,12.414933,17.784739,21.235088,19.580307,13.679105,10.783636,5.4671154,2.4029605,5.5523167
1134,IMD1/Advanced,2018,0.97927421,13.43398,20.467678,23.334478,19.085835,17.883207,11.146532,11.304155,0.80345809,1.4034693
1135,IMD1/Advanced,2019,0.48306367,5.3474655,11.119519,12.566255,11.300508,8.4749241,8.810605,6.7872863,2.4078593,5.5043344
1136,IMD1/Advanced,2020,0.44501826,6.9069829,11.918933,10.724914,13.937941,14.609535,6.9431248,5.3899112,2.4394011,1.4007564
1137,IMD1/Advanced,2021,0.54273689,6.1670079,9.1196375,14.201985,12.499352,10.686943,7.0055323,2.4139431,3.3343706,2.85144
1138,IMD1/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1139,IMD1/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1140,,,,,,,,,,,,
1141,IMD2/Early,All Years,,,,,,,,,,
1142,IMD2/Early,2016,0.065230995,1.0763973,1.5569073,2.5598221,2.0354953,2.1710603,2.1889434,0.84080952,1.9858475,1.1289231
1143,IMD2/Early,2017,0.065061361,1.3303764,1.0552212,2.1432743,2.3044219,2.2223704,0.62163347,0.82951754,1.3107706,0
1144,IMD2/Early,2018,0.14274751,0.79385555,2.0479424,1.9203541,1.7562518,1.702124,0.9149605,1.6288037,0,0
1145,IMD2/Early,2019,0.54516959,6.2037606,7.4008288,9.2032852,8.0168943,7.2714276,4.4475675,4.39643,1.9531759,0
1146,IMD2/Early,2020,0.40226325,6.8885031,8.1923733,9.5734053,7.628541,6.5288935,3.761955,1.9966536,1.3029315,0
1147,IMD2/Early,2021,0.43028736,6.2937365,8.1247969,11.132878,9.2956457,5.7663994,6.0417414,4.2534037,1.7180163,0.99121779
1148,IMD2/Early,2022,0,0,0,0,0,0,0,0,0,0
1149,IMD2/Early,2023,0,0,0,0,0,0,0,0,0,0
1150,,,,,,,,,,,,
1151,IMD2/Advanced,All Years,,,,,,,,,,
1152,IMD2/Advanced,2016,0.83495671,9.9566746,14.167856,17.73591,10.917657,10.614073,9.0684795,6.3060713,4.6336441,3.3867691
1153,IMD2/Advanced,2017,0.78073633,10.509974,12.511909,18.039225,14.978742,9.1117182,6.2163348,4.1475878,2.6215413,1.123646
1154,IMD2/Advanced,2018,0.62289822,10.055504,15.652131,16.410299,11.903484,10.425509,9.4545918,5.7008133,4.5993929,3.3671546
1155,IMD2/Advanced,2019,0.31152546,5.4117913,7.6854763,9.2032852,10.167768,5.8171425,2.965045,4.7961054,2.6042345,1.0900015
1156,IMD2/Advanced,2020,0.19464351,4.2390785,6.8038359,9.7384644,9.9757843,8.5691729,7.234529,1.9966536,5.2117262,2.1813104
1157,IMD2/Advanced,2021,0.31158739,5.5070195,6.7928629,8.504282,9.8424482,6.3069997,7.7334285,5.3167543,2.8633604,0.99121779
1158,IMD2/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1159,IMD2/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1160,,,,,,,,,,,,
1161,IMD3/Early,All Years,,,,,,,,,,
1162,IMD3/Early,2016,0.11421715,0.50643682,2.5833378,1.9552732,2.1811237,1.5797414,1.321898,1.0583504,0.56354219,0
1163,IMD3/Early,2017,0.071346007,1.2525897,1.1138493,1.4403318,0.81692272,1.8056115,0,0.34625798,0.55069721,0
1164,IMD3/Early,2018,0.099682726,1.0002151,2.169718,2.1983094,1.1706997,2.0702255,2.5298908,0.33747301,1.6347616,0
1165,IMD3/Early,2019,0.39875412,5.7786841,7.6422682,7.9799762,8.9570599,6.4185176,4.3595781,1.9733921,1.0730765,0.90442902
1166,IMD3/Early,2020,0.49801263,6.4714651,9.2532024,8.8381701,9.4864769,7.0122247,3.2679968,0.97712868,1.6017085,1.795977
1167,IMD3/Early,2021,0.49885717,7.5161104,11.688411,11.265472,12.021409,8.6261959,6.6265311,1.8020291,2.8787749,1.99976
1168,IMD3/Early,2022,0,0,0,0,0,0,0,0,0,0
1169,IMD3/Early,2023,0,0,0,0,0,0,0,0,0,0
1170,,,,,,,,,,,,
1171,IMD3/Advanced,All Years,,,,,,,,,,
1172,IMD3/Advanced,2016,0.9422915,7.3433337,14.064839,12.057518,12.151975,8.293642,5.5519719,2.8222678,3.3812532,0.95768929
1173,IMD3/Advanced,2017,0.98457485,9.2691641,12.670036,11.362617,11.927072,12.458719,7.038013,4.5013537,3.304183,3.7830782
1174,IMD3/Advanced,2018,0.84018296,9.7520971,13.96756,13.503901,11.87424,7.9358644,9.1076059,5.0620952,5.4492054,2.811753
1175,IMD3/Advanced,2019,0.14241219,4.0199542,6.3246355,6.9057488,9.4640636,7.4319677,4.8439755,2.9600883,5.3653827,0.90442902
1176,IMD3/Advanced,2020,0.29880759,4.9487677,6.0402846,6.8907766,7.1148577,6.3443937,5.1354237,2.2799668,4.2712226,2.6939654
1177,IMD3/Advanced,2021,0.26410085,5.9337711,6.7174778,7.66678,9.9870167,7.3414431,8.0990934,4.6852756,0.57575494,2.99964
1178,IMD3/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1179,IMD3/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1180,,,,,,,,,,,,
1181,IMD4/Early,All Years,,,,,,,,,,
1182,IMD4/Early,2016,0.12323576,0.98218197,2.0835273,1.5654057,1.1582872,0.90250915,0.4898755,0.65489388,1.5935069,0
1183,IMD4/Early,2017,0.16977017,1.4619153,0.67598629,2.3135474,1.5308286,1.4779514,0.96508563,0.96025199,0.51643825,0
1184,IMD4/Early,2018,0.1234634,1.5855515,0.92191023,0.90954155,1.4188758,2.3500769,0.46579114,0.31079355,0.50757557,0.88352489
1185,IMD4/Early,2019,0.55615103,8.5852175,7.5694981,8.3295774,7.1980076,4.4712515,3.9764242,2.409791,1.4884053,0
1186,IMD4/Early,2020,0.66386795,7.9418459,8.2618971,7.8333302,7.422719,4.7338724,3.3824065,2.6786113,1.471858,0.83832836
1187,IMD4/Early,2021,0.48238596,7.5011744,10.506975,10.651663,9.2568426,9.0194235,4.1829782,3.588886,2.3002784,3.0282536
1188,IMD4/Early,2022,0,0,0,0,0,0,0,0,0,0
1189,IMD4/Early,2023,0,0,0,0,0,0,0,0,0,0
1190,,,,,,,,,,,,
1191,IMD4/Advanced,All Years,,,,,,,,,,
1192,IMD4/Advanced,2016,0.90886378,9.2079563,9.0286179,12.210165,11.872443,10.469107,7.3481326,4.2568102,1.5935069,0.91224229
1193,IMD4/Advanced,2017,0.86428452,9.3806229,15.142093,15.269413,11.021966,9.0319252,7.9619565,8.0021,1.5493147,2.6909933
1194,IMD4/Advanced,2018,0.83337796,9.3913431,13.433549,15.613796,12.927535,9.5569792,6.055285,5.2834902,2.0303023,3.5340996
1195,IMD4/Advanced,2019,0.32442144,4.4152546,4.1054907,6.3959255,7.8378305,6.013062,5.7437239,3.9159102,0.99227023,3.4024022
1196,IMD4/Advanced,2020,0.29333699,3.4745576,6.2590132,7.2530832,7.5840826,6.7190447,6.3420119,1.1904939,0.98123872,0.83832836
1197,IMD4/Advanced,2021,0.2046486,2.5003915,7.2740598,10.651663,8.1460209,6.8105845,7.6277838,6.8188834,4.6005569,2.0188358
1198,IMD4/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1199,IMD4/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1200,,,,,,,,,,,,
1201,IMD5/Early,All Years,,,,,,,,,,
1202,IMD5/Early,2016,0.12823363,0.72037286,0.82724506,1.0929422,0.42745697,0.88306302,1.1948745,0.62870938,1.004697,0.88037467
1203,IMD5/Early,2017,0.20935397,1.0771052,0.67123914,1.8577721,0.30289721,1.2774166,0.70644915,0.6128822,0.9796142,0
1204,IMD5/Early,2018,0.048434298,0.84058636,1.1799595,1.5232501,1.0975519,1.5229276,0.67957866,0.59411532,1.4387248,0
1205,IMD5/Early,2019,0.87408596,6.7644696,9.71698,8.8325996,7.8277636,3.5929165,3.6522069,2.5905395,0.46805084,0.80173814
1206,IMD5/Early,2020,0.72864997,6.8534226,9.2288656,9.796382,7.6027174,4.6049476,4.2914772,1.1374364,0.45926756,0.78527451
1207,IMD5/Early,2021,0.46382815,6.8151851,10.527609,10.969225,8.8763638,7.4237809,5.4586911,2.1749139,3.5153503,0
1208,IMD5/Early,2022,0,0,0,0,0,0,0,0,0,0
1209,IMD5/Early,2023,0,0,0,0,0,0,0,0,0,0
1210,,,,,,,,,,,,
1211,IMD5/Advanced,All Years,,,,,,,,,,
1212,IMD5/Advanced,2016,0.75337261,9.0046606,11.995053,11.86623,9.6890249,5.6516032,6.9302721,3.4579017,4.5211363,1.7607493
1213,IMD5/Advanced,2017,0.66027021,8.1381283,10.874074,9.7533035,7.8753276,8.1435308,5.6515932,3.0644109,2.4490356,1.7095624
1214,IMD5/Advanced,2018,0.67808014,9.8468695,11.537382,15.537151,11.759485,5.9394178,6.7957864,3.5646918,1.4387248,0.83998322
1215,IMD5/Advanced,2019,0.19424133,2.2950878,4.0913601,5.6887932,7.3485126,4.1917362,5.5857282,1.4391885,1.8722034,0
1216,IMD5/Advanced,2020,0.27526775,2.0805032,4.8638616,5.2637272,6.1468782,4.1593075,3.8827651,3.1279502,3.2148728,0
1217,IMD5/Advanced,2021,0.27539796,3.1454701,6.0736203,6.8949413,8.5065145,7.79497,8.1880369,2.5373995,2.3435669,4.1090121
1218,IMD5/Advanced,2022,0,0,0,0,0,0,0,0,0,0
1219,IMD5/Advanced,2023,0,0,0,0,0,0,0,0,0,0
1220,,,,,,,,,,,,
1221,East Midlands/Emergency route,All Years,,,,,,,,,,
1222,East Midlands/Emergency route,2016,0.17048897,0,1.3350244,1.1324259,0.7133711,0,0,0,0,0
1223,East Midlands/Emergency route,2017,0,0.28883618,0.64551109,1.1206073,0.74683714,0.82698965,0,0.83827919,0,0
1224,East Midlands/Emergency route,2018,0.033847224,0.28734395,1.2532977,0.73487264,0,0.78938127,0.59173,0.81482989,1.3485267,2.401191
1225,East Midlands/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1226,East Midlands/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1227,East Midlands/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1228,East Midlands/Emergency route,2022,0.13475959,1.1627367,0.86934096,1.6385653,1.555077,0,0.93775201,0,0,0
1229,East Midlands/Emergency route,2023,0.067379795,1.4534208,0.86934096,0.98313916,0.77753848,1.6062645,0.93775201,2.3132262,0,0
1230,,,,,,,,,,,,
1231,East Midlands/Non-emergency route,All Years,,,,,,,,,,
1232,East Midlands/Non-emergency route,2016,1.159325,9.6441317,15.019024,16.608913,11.413938,9.0507565,11.228175,1.7068342,6.9393363,0
1233,East Midlands/Non-emergency route,2017,1.5605456,9.8204308,17.106045,14.567894,11.202558,8.2698965,3.6844399,5.8679543,5.4530087,2.3941774
1234,East Midlands/Non-emergency route,2018,0.81233341,11.206413,12.846302,14.697453,16.507668,13.419481,9.46768,2.4444897,0,2.401191
1235,East Midlands/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
1236,East Midlands/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
1237,East Midlands/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
1238,East Midlands/Non-emergency route,2022,0.97700697,9.592577,17.966379,15.0748,15.939539,12.046983,7.0331402,6.1686034,3.8018477,0
1239,East Midlands/Non-emergency route,2023,0.74117774,9.8832617,11.591212,20.645922,14.384461,11.243851,9.3775206,6.1686034,5.0691304,4.5236588
1240,,,,,,,,,,,,
1241,East of England/Emergency route,All Years,,,,,,,,,,
1242,East of England/Emergency route,2016,0.026138447,0.90802395,0,0.29876965,0.55839562,1.4075933,1.422556,0,0,0
1243,East of England/Emergency route,2017,0.026106354,0.22440493,1.2697445,1.4732617,1.188725,0,0.46968645,0.60756296,0,0
1244,East of England/Emergency route,2018,0.10438656,0.22338282,1.9781513,0.57873052,0.61484355,0.60906535,0.45572412,0.59371495,0,3.2717695
1245,East of England/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1246,East of England/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1247,East of England/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1248,East of England/Emergency route,2022,0.02584322,0.68453455,0.68356746,1.0417182,1.228822,0.95450813,0.35632205,0,0,0
1249,East of England/Emergency route,2023,0.05168644,0.91271269,1.3671349,1.3021477,1.228822,0.95450813,0.7126441,1.1560894,0.89409453,0
1250,,,,,,,,,,,,
1251,East of England/Non-emergency route,All Years,,,,,,,,,,
1252,East of England/Non-emergency route,2016,0.83643031,8.3992214,14.131723,13.145865,12.005506,9.5012541,6.1644096,2.4688768,4.8664641,3.335557
1253,East of England/Non-emergency route,2017,0.70487159,10.098222,11.681649,15.911227,9.8069811,10.503567,4.6968646,3.6453776,3.821717,1.6465513
1254,East of England/Non-emergency route,2018,0.7828992,9.3820782,16.072479,15.915089,11.98945,10.049578,7.7473102,7.7182941,2.8530128,1.6358848
1255,East of England/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
1256,East of England/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
1257,East of England/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
1258,East of England/Non-emergency route,2022,0.46517795,10.496196,18.228466,16.667492,14.131454,13.044945,7.126441,9.2487154,7.1527562,1.5262049
1259,East of England/Non-emergency route,2023,0.85282624,7.7580581,14.127062,15.104914,17.203508,11.772267,9.9770174,8.0926256,6.2586617,4.5786147
1260,,,,,,,,,,,,
1261,London/Emergency route,All Years,,,,,,,,,,
1262,London/Emergency route,2016,0.031188438,0.72706521,0.22447747,0.28861362,0.65238595,1.3066486,0.55068505,2.1891258,0,2.0032854
1263,London/Emergency route,2017,0,0.53508556,0.65012604,0.84279609,1.6708996,0.40609136,1.1045879,2.1699035,1.1669292,0
1264,London/Emergency route,2018,0.046843439,0.87859565,1.462361,1.0870836,0.67204756,3.1233895,1.0977069,0,3.4722223,5.9475427
1265,London/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1266,London/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1267,London/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1268,London/Emergency route,2022,0.015906511,1.0544093,0.95839053,0.47495332,0.62875092,1.5225567,0.96070248,0,1.123015,0
1269,London/Emergency route,2023,0.031813022,0.17573488,1.3417467,0.94990665,1.5718772,1.5225567,0.96070248,0,2.2460301,1.8953394
1270,,,,,,,,,,,,
1271,London/Non-emergency route,All Years,,,,,,,,,,
1272,London/Non-emergency route,2016,0.45223233,6.7253528,12.795216,14.719295,13.047719,9.5820904,7.7095909,2.1891258,3.5635803,0
1273,London/Non-emergency route,2017,0.50019354,8.0262833,7.3680949,13.203805,12.364657,9.7461929,4.9706454,7.2330112,2.3338585,1.994535
1274,London/Non-emergency route,2018,0.5152778,6.8530459,10.863253,12.773232,14.112998,11.322287,9.8793621,4.9811783,6.9444447,0
1275,London/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
1276,London/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
1277,London/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
1278,London/Non-emergency route,2022,0.34994322,6.3264556,7.2837677,12.348786,12.889393,7.6127834,10.087376,6.4436221,4.4920602,7.5813575
1279,London/Non-emergency route,2023,0.39766276,5.6235161,9.7755833,11.161404,10.37439,11.799814,11.048079,7.1595798,4.4920602,5.686018
1280,,,,,,,,,,,,
1281,North East/Emergency route,All Years,,,,,,,,,,
1282,North East/Emergency route,2016,0.18962343,0,2.2331772,1.2707853,1.2477618,0,3.173965,0,0,0
1283,North East/Emergency route,2017,0.12707393,1.0373982,1.0937508,1.8638287,1.9551489,0.75842035,0,0,0,0
1284,North East/Emergency route,2018,0.063802525,0.52446908,0.53860158,0.6060459,0,1.430912,2.1274559,1.3828199,2.365576,0
1285,North East/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1286,North East/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1287,North East/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1288,North East/Emergency route,2022,0.12698816,0.55361789,1.0407615,0.55477273,1.2854214,2.1083703,0.8705948,0,0,0
1289,North East/Emergency route,2023,0.063494079,1.6608536,0.52038074,0,1.9281321,2.1083703,3.4823792,1.3797671,2.2142019,0
1290,,,,,,,,,,,,
1291,North East/Non-emergency,All Years,,,,,,,,,,
1292,North East/Non-emergency,2016,1.959442,14.957475,15.073946,22.874136,17.468666,15.077397,6.34793,5.7648516,0,4.6362834
1293,North East/Non-emergency,2017,1.2707393,14.004876,16.406263,26.714878,15.641191,16.685247,8.5245132,1.415308,2.4002688,4.579803
1294,North East/Non-emergency,2018,1.339853,14.685135,23.698469,16.969286,15.933187,12.162752,10.63728,4.1484594,2.365576,0
1295,North East/Non-emergency,2019,0,0,0,0,0,0,0,0,0,0
1296,North East/Non-emergency,2020,0,0,0,0,0,0,0,0,0,0
1297,North East/Non-emergency,2021,0,0,0,0,0,0,0,0,0,0
1298,North East/Non-emergency,2022,1.2698816,10.51874,13.009518,19.417046,24.423006,14.758592,7.8353529,5.5190682,2.2142019,8.444519
1299,North East/Non-emergency,2023,1.0793993,10.51874,22.376371,23.855227,22.494875,19.678122,13.058922,5.5190682,8.8568077,4.2222595
1300,,,,,,,,,,,,
1301,North West/Emergency route,All Years,,,,,,,,,,
1302,North West/Emergency route,2016,0.044065684,1.5363225,1.3051281,1.2587451,1.4502387,2.5195899,0.81545115,0.5650292,0.9462797,0
1303,North West/Emergency route,2017,0.022018386,0.57454312,1.2651902,0.98892891,1.7827854,0.86466044,1.617377,0.55580568,0.93184489,1.6923624
1304,North West/Emergency route,2018,0.19795904,0.76690644,1.85031,1.21366,0.52330405,1.9247743,1.9846232,1.0815547,0,0
1305,North West/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1306,North West/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1307,North West/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1308,North West/Emergency route,2022,0.064956687,0.59090942,0.97164541,1.3027109,1.823496,0.83251005,2.3238442,1.0440866,1.7362167,0
1309,North West/Emergency route,2023,0.086608917,0.39393964,2.13762,1.7369479,1.5629966,0,0.99593329,1.5661298,0,1.6080272
1310,,,,,,,,,,,,
1311,Norht West/Non-emergency route,All Years,,,,,,,,,,
1312,Norht West/Non-emergency route,2016,1.3219706,14.403024,20.229485,17.118935,19.094809,14.487641,7.7467861,8.4754381,5.6776781,1.7055242
1313,Norht West/Non-emergency route,2017,1.2330296,11.682377,17.501797,18.047953,18.082539,11.817026,9.7042627,7.7812796,2.7955346,1.6923624
1314,Norht West/Non-emergency route,2018,1.4077088,14.379496,15.830429,20.632219,14.390861,14.848259,13.098513,7.0301051,3.710403,8.4408131
1315,Norht West/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
1316,Norht West/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
1317,Norht West/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
1318,Norht West/Non-emergency route,2022,0.95269811,12.803038,15.934985,22.363205,22.40295,13.875168,9.9593325,8.8747358,0.86810833,4.8240819
1319,Norht West/Non-emergency route,2023,0.69287133,10.439401,18.461264,24.968626,25.007946,16.927706,15.934933,7.8306494,6.0767579,4.8240819
1320,,,,,,,,,,,,
1321,South East/Emergency route,All Years,,,,,,,,,,
1322,South East/Emergency route,2016,0.070870206,0.75974792,0.88354677,1.0306706,0.19520156,0.48850307,0.33029461,0.42961785,1.3295574,0
1323,South East/Emergency route,2017,0.035460796,0.45065141,0.51459211,0.81050247,0.82784367,0.88944429,0.97578108,0,0.65362042,1.0711914
1324,South East/Emergency route,2018,0.071007989,0.29983929,0.16651459,1.7867885,1.9228632,1.2771147,1.256917,0,0.64769357,1.066587
1325,South East/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1326,South East/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1327,South East/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1328,South East/Emergency route,2022,0.052860875,0.30732211,0.92150044,1.0654677,1.4841577,1.1032,0.49372843,1.1849746,0,0
1329,South East/Emergency route,2023,0.088101454,0.76830524,0.61433363,1.2430456,1.0601126,0.44127998,0.98745686,0.39499152,0.61082876,0.99855208
1330,,,,,,,,,,,,
1331,South East/Non-emergency route,All Years,,,,,,,,,,
1332,South East/Non-emergency route,2016,0.93903017,11.09232,11.839527,16.903,14.640117,10.258565,9.2482491,5.1554141,5.9830084,2.1715763
1333,South East/Non-emergency route,2017,0.70921594,9.1632452,12.521742,16.412676,14.487265,13.119304,6.8304677,6.7756701,1.3072408,2.1423829
1334,South East/Non-emergency route,2018,0.56806391,10.944134,15.818886,22.23559,14.100997,11.919738,9.426877,5.3817749,6.4769359,0
1335,South East/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
1336,South East/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
1337,South East/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
1338,South East/Non-emergency route,2022,0.65195078,7.3757305,12.133089,14.028658,12.933374,13.679679,6.9121976,8.2948217,2.443315,4.9927607
1339,South East/Non-emergency route,2023,0.63433051,7.5293913,11.672339,15.982015,14.841577,13.017759,10.615161,9.0848045,2.443315,1.9971042
1340,,,,,,,,,,,,
1341,South West/Emergency route,All Years,,,,,,,,,,
1342,South West/Emergency route,2016,0.030705364,0.25065485,1.1163673,1.2288711,1.1188874,0.69033599,1.4197017,1.2436574,0.95718509,0
1343,South West/Emergency route,2017,0.030641507,0.2476774,0.81073195,0.30257279,0.29424834,0.63025671,0.92659086,0,0,0
1344,South West/Emergency route,2018,0,0.98879695,1.0525734,0.89182466,0.90891737,0.30128741,0.44447803,0.59917551,0,0
1345,South West/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1346,South West/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
1347,South West/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
1348,South West/Emergency route,2022,0.060852293,0.2557185,0,0.79841596,1.2162971,0.61583751,0,1.6891416,1.7679089,4.3743892
1349,South West/Emergency route,2023,0.030426146,1.022874,0.24247421,0.79841596,1.8244457,0.92375624,0.34706074,0.56304723,0.88395447,1.4581298
1350,,,,,,,,,,,,
1351,South West/Non-emergency route,All Years,,,,,,,,,,
1352,South West/Non-emergency route,2016,1.0746877,10.026194,15.070959,19.047503,12.028039,11.735712,9.4646778,8.7056017,3.8287404,4.7134981
1353,South West/Non-emergency route,2017,0.91924524,13.374579,17.836102,14.826066,15.595161,13.235392,12.045681,7.944171,5.6500368,3.1263678
1354,South West/Non-emergency route,2018,1.0111295,12.359962,15.788601,20.214691,14.542678,7.5321851,7.1116486,8.9876328,2.7999439,0
1355,South West/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
1356,South West/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
1357,South West/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
1358,South West/Non-emergency route,2022,0.85193205,11.507333,16.003298,19.161983,13.075194,11.700912,11.453005,9.5718021,2.6518633,2.9162595
1359,South West/Non-emergency route,2023,0.63894904,12.530207,14.790927,19.69426,19.460754,14.164263,10.064761,9.0087557,3.5358179,2.9162595
1360,,,,,,,,,,,,
1361,West Midlands/Emergency route,All Years,,,,,,,,,,
1362,West Midlands/Emergency route,2016,0.027131094,0.24760197,0.56957501,0.32239658,0.63034016,0,1.0134587,0,1.1229646,0
1363,West Midlands/Emergency route,2017,0.054126278,0.24519119,0.27569094,1.910013,1.9677035,0,1.0019438,2.0263014,0,1.9541937
1364,West Midlands/Emergency route,2018,0.027039889,0.97251195,0.26861358,1.5681207,1.3377972,0.69325775,0.9719401,1.3145268,2.1744566,0
1365,West Midlands/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
1366,West Midlands/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
